transaction_id,date,region,country,customer_id,segment,product_category,budget_amount,actual_amount,cost,revenue,claim_flag,claim_amount,churn_flag,orders_count,location
TX100096,2023-06-06,Eastern Cape,South Africa,CUST20096,Retail,Investments,"47 070,82","2 387,49","14 728,24","12 429,05",1,"1 675,18",0,1,"Eastern Cape, South Africa"
TX100544,2024-10-24,North West,South Africa,CUST20244,Sme,Savings,"14 830,86","24 606,34","23 041,65","20 534,40",0,"0,00",0,0,"North West, South Africa"
TX100991,2024-10-11,KwaZulu-Natal,South Africa,CUST20091,Corporate,Savings,"48 014,14","53 640,27","13 196,85","62 332,87",1,"21 744,04",1,2,"KwaZulu-Natal, South Africa"
TX100076,2024-07-09,Eastern Cape,South Africa,CUST20076,Sme,Loans,"45 333,55","14 909,39","628,33","12 451,59",0,"0,00",0,4,"Eastern Cape, South Africa"
TX100298,2023-06-02,Gauteng,South Africa,CUST20298,Sme,Investments,"11 471,21","39 871,38","4 107,34","26 256,96",0,"0,00",0,2,"Gauteng, South Africa"
TX100209,2023-03-22,,South Africa,CUST20209,Corporate,Investments,"11 630,86","33 340,21","5 418,73","18 478,29",0,"0,00",0,1,
TX100703,2023-02-10,KwaZulu-Natal,South Africa,CUST20103,Retail,Savings,"42 024,62","18 077,61","18 919,77","13 618,36",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100158,2024-07-31,Limpopo,South Africa,CUST20158,Corporate,Cards,"4 745,55","58 857,23","7 386,88","41 832,92",0,"0,00",0,4,"Limpopo, South Africa"
TX100500,2024-06-28,North West,South Africa,CUST20200,Corporate,Investments,"28 102,49","56 680,43","27 702,90","4 907,10",0,"0,00",0,1,"North West, South Africa"
TX100275,2023-01-09,North West,South Africa,CUST20275,Corporate,Investments,"45 930,16","55 074,63","29 880,21","3 454,47",0,"0,00",0,0,"North West, South Africa"
TX100334,2024-10-20,Free State,South Africa,CUST20034,Sme,Investments,"38 195,26","30 086,61","20 053,22","62 739,71",1,"10 885,57",0,1,"Free State, South Africa"
TX100598,2023-01-09,KwaZulu-Natal,South Africa,CUST20298,Sme,Investments,"47 111,36","43 749,18","29 723,39","64 748,39",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100781,2023-08-17,Eastern Cape,South Africa,CUST20181,Corporate,Loans,"36 781,92","56 300,64","7 646,81","31 549,42",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100705,2024-05-16,KwaZulu-Natal,South Africa,CUST20105,Retail,Investments,"19 316,60","40 246,19","24 044,00","10 790,33",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100486,2024-03-17,Gauteng,South Africa,CUST20186,Retail,Insurance,"44 818,99","11 921,35","921,37","62 384,06",0,"0,00",0,2,"Gauteng, South Africa"
TX100660,2024-07-09,,South Africa,CUST20060,Retail,Savings,"49 786,25","57 152,56","21 261,82","16 279,77",0,"0,00",0,1,
TX100887,2023-10-01,Limpopo,South Africa,CUST20287,Retail,Insurance,"43 310,51","13 581,79","7 296,38","65 927,16",0,"0,00",0,0,"Limpopo, South Africa"
TX100881,2023-11-08,Eastern Cape,South Africa,CUST20281,Retail,Loans,"36 030,08","26 422,49","16 812,70","54 024,81",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100445,2023-04-06,Eastern Cape,South Africa,CUST20145,Retail,Savings,"40 470,77","53 146,07","15 624,29","34 023,09",1,"8 863,57",0,1,"Eastern Cape, South Africa"
TX100321,2023-02-07,Eastern Cape,South Africa,CUST20021,Corporate,Savings,"11 867,32","20 352,82","29 487,52","50 478,59",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100059,2024-01-02,Gauteng,South Africa,CUST20059,Retail,Savings,"5 360,50","597,80","17 280,01","41 391,08",0,"0,00",0,1,"Gauteng, South Africa"
TX100629,2024-02-19,Free State,South Africa,CUST20029,Sme,Investments,"15 477,93","57 704,17","9 158,06","23 871,41",0,"0,00",0,0,"Free State, South Africa"
TX100932,2024-10-23,Eastern Cape,South Africa,CUST20032,Retail,Cards,"18 981,11","20 624,74","18 525,60","59 512,04",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100333,2024-03-28,Limpopo,South Africa,CUST20033,Sme,Savings,"43 661,06","31 182,75","24 562,55","11 174,29",0,"0,00",0,2,"Limpopo, South Africa"
TX100749,2024-04-02,Free State,South Africa,CUST20149,Retail,Savings,"15 009,13","10 794,92","22 468,36","6 266,41",0,"0,00",0,5,"Free State, South Africa"
TX100054,2023-08-30,Gauteng,South Africa,CUST20054,Retail,Cards,"39 929,56","39 817,51","15 674,48","880,45",0,"0,00",0,2,"Gauteng, South Africa"
TX100023,2024-01-21,KwaZulu-Natal,South Africa,CUST20023,Retail,Loans,"28 266,35","8 371,13","537,95","36 190,44",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100030,2023-09-10,Free State,South Africa,CUST20030,Sme,Cards,"22 124,51","15 710,53","26 862,79","56 212,60",0,"0,00",0,4,"Free State, South Africa"
TX100346,2024-01-08,Eastern Cape,South Africa,CUST20046,Retail,Investments,"23 938,04","21 687,54","22 899,77","58 512,19",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100433,2023-04-30,Free State,South Africa,CUST20133,Retail,Insurance,"21 157,35","43 285,00","28 364,68","3 021,92",0,"0,00",0,1,"Free State, South Africa"
TX100010,2023-08-03,Gauteng,South Africa,CUST20010,Corporate,Insurance,"17 464,35","8 948,66","28 514,18","45 245,56",0,"0,00",0,0,"Gauteng, South Africa"
TX100688,2023-11-26,Western Cape,South Africa,CUST20088,Retail,Cards,"46 833,53","41 456,14","8 120,69","54 413,28",0,"0,00",0,2,"Western Cape, South Africa"
TX100244,2024-04-08,Eastern Cape,South Africa,CUST20244,Sme,Insurance,"13 225,65","7 133,52","27 905,07","53 568,94",0,"0,00",0,3,"Eastern Cape, South Africa"
TX100314,2023-02-02,Limpopo,South Africa,CUST20014,Retail,Loans,"37 821,19","41 000,01","28 232,20","20 476,05",1,"8 063,57",0,3,"Limpopo, South Africa"
TX100449,2024-08-23,Free State,South Africa,CUST20149,Retail,Cards,"9 129,15","52 179,14","17 539,96","50 679,24",0,"0,00",0,1,"Free State, South Africa"
TX100199,2024-05-11,Gauteng,South Africa,CUST20199,Retail,Insurance,"3 292,51","49 643,48","13 115,25","25 920,51",0,"0,00",0,2,"Gauteng, South Africa"
TX100591,2024-09-25,Gauteng,South Africa,CUST20291,Retail,Savings,"23 869,68","45 537,20","8 686,23","58 324,68",0,"0,00",0,2,"Gauteng, South Africa"
TX100235,2024-09-01,Gauteng,South Africa,CUST20235,Sme,Investments,"44 786,13","32 956,68","7 585,17","7 814,52",0,"0,00",0,2,"Gauteng, South Africa"
TX100107,2024-08-15,Limpopo,South Africa,CUST20107,Retail,Savings,"31 979,67","16 390,96","26 282,99","42 751,22",0,"0,00",0,0,"Limpopo, South Africa"
TX100218,2024-02-07,KwaZulu-Natal,South Africa,CUST20218,Sme,Loans,"5 690,72","45 679,00","1 681,93","49 292,29",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100424,2023-02-16,Eastern Cape,South Africa,CUST20124,Retail,Loans,"13 302,93","15 693,52","14 975,74","2 306,35",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100174,2023-08-13,North West,South Africa,CUST20174,Retail,Insurance,"14 512,11","24 389,11","11 769,84","25 432,58",0,"0,00",0,0,"North West, South Africa"
TX100851,2023-05-01,Western Cape,South Africa,CUST20251,Retail,Insurance,"3 984,19","27 577,00","26 235,86","34 569,44",0,"0,00",0,1,"Western Cape, South Africa"
TX100522,2024-02-22,Gauteng,South Africa,CUST20222,Retail,Cards,"30 022,77","58 629,45","3 393,25","22 036,35",0,"0,00",0,2,"Gauteng, South Africa"
TX100294,2023-04-22,Eastern Cape,South Africa,CUST20294,Retail,Savings,"14 714,74","35 213,58","3 736,00","62 127,93",0,"0,00",0,0,"Eastern Cape, South Africa"
TX100942,2024-08-29,Eastern Cape,South Africa,CUST20042,Corporate,Savings,"41 435,36","40 182,69","6 447,10","21 878,06",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100039,2024-11-17,KwaZulu-Natal,South Africa,CUST20039,Sme,Investments,"30 267,33","24 106,93","29 519,54","21 316,62",0,"0,00",0,3,"KwaZulu-Natal, South Africa"
TX100854,2023-02-25,Western Cape,South Africa,CUST20254,Sme,Investments,"18 720,71","37 455,83","25 654,78","34 181,67",0,"0,00",0,2,"Western Cape, South Africa"
TX100792,2024-03-22,KwaZulu-Natal,South Africa,CUST20192,Corporate,Investments,"26 572,33","45 739,53","1 082,42","47 388,37",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100849,2023-09-06,Gauteng,South Africa,CUST20249,Retail,Investments,"7 301,23","29 555,64","27 702,74","13 015,35",1,"20 151,99",0,4,"Gauteng, South Africa"
TX100066,2024-07-15,Free State,South Africa,ANONYMOUS,Retail,Savings,"9 079,35","31 022,27","25 216,56","1 210,16",0,"0,00",0,1,"Free State, South Africa"
TX100280,2023-05-11,Gauteng,South Africa,CUST20280,Corporate,Savings,"40 063,34","43 644,11","6 283,25","41 508,79",0,"0,00",1,4,"Gauteng, South Africa"
TX100067,2024-01-23,KwaZulu-Natal,South Africa,CUST20067,Corporate,Cards,"12 759,48","17 242,88","16 394,97","38 477,92",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100778,2024-09-15,Gauteng,South Africa,CUST20178,Retail,Loans,"16 921,22","48 980,22","26 237,65","2 462,22",0,"0,00",0,1,"Gauteng, South Africa"
TX100442,2023-02-27,Gauteng,South Africa,CUST20142,Corporate,Investments,"36 488,47","39 400,31","5 750,67","69 731,46",0,"0,00",0,1,"Gauteng, South Africa"
TX100883,2023-01-03,KwaZulu-Natal,South Africa,CUST20283,Retail,Insurance,"1 715,84","44 666,78","15 618,75","52 388,44",0,"0,00",0,3,"KwaZulu-Natal, South Africa"
TX100299,2023-12-04,Gauteng,South Africa,CUST20299,Retail,Loans,"21 580,20","13 538,00","3 561,23","35 625,92",0,"0,00",0,3,"Gauteng, South Africa"
TX100518,2024-12-27,North West,South Africa,CUST20218,Retail,Cards,"24 346,60","24 480,36","10 016,57","27 844,13",0,"0,00",0,3,"North West, South Africa"
TX100332,2024-04-25,Gauteng,South Africa,CUST20032,Retail,Insurance,"33 477,02","56 235,11","21 439,82","48 571,36",0,"0,00",0,2,"Gauteng, South Africa"
TX100920,2024-07-07,North West,South Africa,CUST20020,Retail,Cards,"19 911,04","13 153,53","19 897,14","25 977,43",0,"0,00",0,1,"North West, South Africa"
TX100973,2024-12-24,KwaZulu-Natal,South Africa,CUST20073,Retail,Cards,"1 251,84","11 771,88","28 441,12","58 651,13",1,"3 008,58",0,5,"KwaZulu-Natal, South Africa"
TX100934,2024-12-10,Gauteng,South Africa,CUST20034,Retail,Investments,"11 122,47","58 872,17","11 770,74","62 085,95",0,"0,00",0,4,"Gauteng, South Africa"
TX100869,2023-02-25,North West,South Africa,CUST20269,Retail,Cards,"9 066,41","18 143,99","25 765,25","19 056,84",1,"1 816,12",0,2,"North West, South Africa"
TX100924,2024-11-22,KwaZulu-Natal,South Africa,CUST20024,Retail,Investments,"8 442,42","49 589,60","13 185,62","34 246,09",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100184,2024-02-15,Limpopo,South Africa,CUST20184,Retail,Cards,"33 053,85","51 249,12","8 386,62","23 169,44",0,"0,00",0,2,"Limpopo, South Africa"
TX100516,2024-05-13,Limpopo,South Africa,ANONYMOUS,Retail,Insurance,"23 726,90","2 725,12","26 484,03","45 682,14",0,"0,00",0,1,"Limpopo, South Africa"
TX100088,2024-12-20,Gauteng,South Africa,CUST20088,Retail,Loans,"42 950,49","5 329,27","6 865,69","69 982,61",1,"996,40",0,2,"Gauteng, South Africa"
TX100063,2023-02-04,Limpopo,South Africa,CUST20063,Retail,Cards,"47 010,82","51 793,53","12 762,11","2 460,99",0,"0,00",0,1,"Limpopo, South Africa"
TX100836,2024-11-12,North West,South Africa,CUST20236,Retail,Investments,"22 586,42","43 471,86","12 398,78","35 253,40",0,"0,00",0,8,"North West, South Africa"
TX100578,2024-04-13,Western Cape,South Africa,CUST20278,Sme,Investments,"15 847,86","30 722,95","11 781,74","52 757,64",0,"0,00",0,2,"Western Cape, South Africa"
TX100215,2024-07-19,KwaZulu-Natal,South Africa,CUST20215,Retail,Cards,"11 784,35","56 010,92","22 194,02","33 479,86",0,"0,00",0,3,"KwaZulu-Natal, South Africa"
TX100754,2024-04-01,Free State,South Africa,CUST20154,Retail,Insurance,"38 532,61","49 394,27","9 399,11","48 153,71",1,"37 459,85",0,0,"Free State, South Africa"
TX100259,2024-12-30,Gauteng,South Africa,CUST20259,Sme,Savings,"22 588,10","728,31","21 475,46","56 852,57",0,"0,00",0,0,"Gauteng, South Africa"
TX100381,2023-02-08,Western Cape,South Africa,CUST20081,Retail,Savings,"49 273,55","11 435,19","8 745,19","35 404,10",1,"4 723,53",0,3,"Western Cape, South Africa"
TX100380,2023-06-25,Gauteng,South Africa,CUST20080,Retail,Savings,"32 257,19","43 407,38","1 430,82","41 357,11",0,"0,00",0,3,"Gauteng, South Africa"
TX100893,2023-01-28,Western Cape,South Africa,CUST20293,Retail,Investments,"35 643,75","58 184,71","7 835,28","37 148,66",0,"0,00",0,1,"Western Cape, South Africa"
TX100971,2024-02-14,Free State,South Africa,CUST20071,Sme,Insurance,"4 120,55","43 783,42","16 524,86","36 912,38",0,"0,00",0,1,"Free State, South Africa"
TX100462,2023-03-27,North West,South Africa,CUST20162,Retail,Cards,"49 726,35","7 241,33","11 563,30","54 899,59",1,"896,76",0,2,"North West, South Africa"
TX100746,2024-07-18,Western Cape,South Africa,CUST20146,Sme,Insurance,"3 301,68","19 717,89","805,40","34 698,35",0,"0,00",0,2,"Western Cape, South Africa"
TX100679,2023-05-23,Free State,South Africa,CUST20079,Retail,Investments,"45 371,40","37 700,36","19 978,06","9 985,80",0,"0,00",0,3,"Free State, South Africa"
TX100757,2024-11-15,Free State,South Africa,CUST20157,Retail,Savings,"29 401,34","3 350,88","22 084,01","13 508,88",0,"0,00",0,0,"Free State, South Africa"
TX100997,2023-11-17,Gauteng,South Africa,CUST20097,Sme,Loans,"32 166,32","37 375,00","2 060,81","50 490,11",0,"0,00",0,2,"Gauteng, South Africa"
TX100312,2024-02-05,Gauteng,South Africa,CUST20012,Retail,Cards,"27 233,03","29 555,64","29 049,44","44 983,96",0,"0,00",0,1,"Gauteng, South Africa"
TX100086,2023-10-23,Free State,South Africa,CUST20086,Retail,Investments,"13 223,45","16 833,15","14 063,83","30 372,16",0,"0,00",0,0,"Free State, South Africa"
TX100296,2024-04-17,Limpopo,South Africa,CUST20296,Sme,Insurance,"2 760,58","37 342,66","26 980,82","28 955,12",0,"0,00",0,2,"Limpopo, South Africa"
TX100998,2023-11-15,North West,South Africa,CUST20098,Corporate,Investments,"20 687,86","5 105,99","21 909,52","10 949,88",1,"2 041,70",0,4,"North West, South Africa"
TX100653,2023-07-10,KwaZulu-Natal,South Africa,CUST20053,Corporate,Investments,"49 399,73","55 894,42","9 561,99","377,90",1,"38 240,51",0,5,"KwaZulu-Natal, South Africa"
TX100820,2024-06-03,Free State,South Africa,CUST20220,Sme,Cards,"33 139,26","51 801,58","18 933,18","3 794,82",0,"0,00",0,3,"Free State, South Africa"
TX100136,2024-01-28,North West,South Africa,CUST20136,Retail,Investments,"11 930,04","50 736,73","29 655,87","69 873,65",0,"0,00",0,3,"North West, South Africa"
TX100877,2023-12-31,Western Cape,South Africa,CUST20277,Sme,Insurance,"41 745,50","31 689,68","1 934,18","57 871,97",1,"3 633,40",0,2,"Western Cape, South Africa"
TX100585,2023-04-19,Eastern Cape,South Africa,CUST20285,Corporate,Cards,"27 973,12","32 401,25","5 159,17","3 920,16",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100730,2023-03-04,Gauteng,South Africa,CUST20130,Retail,Investments,"45 235,43","52 414,94","19 497,18","5 606,27",0,"0,00",0,1,"Gauteng, South Africa"
TX100464,2023-10-12,Gauteng,South Africa,CUST20164,Retail,Loans,"16 086,43","33 065,82","25 972,31","5 770,33",0,"0,00",0,2,"Gauteng, South Africa"
TX100622,2024-05-25,Gauteng,South Africa,CUST20022,Retail,Cards,"35 211,72","3 622,66","1 967,08","61 670,29",0,"0,00",0,2,"Gauteng, South Africa"
TX100168,2024-10-01,North West,South Africa,CUST20168,Corporate,Savings,"28 718,72","27 108,46","17 508,90","67 353,71",0,"0,00",0,2,"North West, South Africa"
TX100506,2024-02-21,Eastern Cape,South Africa,CUST20206,Sme,Loans,"20 105,09","12 757,34","6 221,11","9 242,46",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100451,2023-08-25,KwaZulu-Natal,South Africa,CUST20151,Retail,Investments,"18 774,93","31 239,34","9 713,84","7 356,83",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100139,2024-07-07,Western Cape,South Africa,CUST20139,Retail,Insurance,"37 659,88","17 374,67","22 057,07","6 907,97",0,"0,00",0,0,"Western Cape, South Africa"
TX100687,2023-01-12,Gauteng,South Africa,CUST20087,Sme,Cards,"11 690,54","32 281,31","20 966,15","47 287,27",0,"0,00",0,2,"Gauteng, South Africa"
TX100668,2023-08-17,Gauteng,South Africa,CUST20068,Retail,Loans,"1 632,45","21 786,41","26 157,51","6 849,99",1,"11 640,95",0,5,"Gauteng, South Africa"
TX100859,2024-12-30,Eastern Cape,South Africa,CUST20259,Retail,Savings,"25 231,54","2 806,04","22 142,85","22 722,62",0,"0,00",0,1,"Eastern Cape, South Africa"
TX100912,2023-04-21,KwaZulu-Natal,South Africa,CUST20012,Retail,Insurance,"45 674,57","41 016,72","5 165,73","49 470,30",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100855,2023-12-16,North West,South Africa,CUST20255,Sme,Savings,"7 143,39","18 457,10","18 953,63","23 640,34",0,"0,00",0,1,"North West, South Africa"
TX100535,2024-11-06,Free State,South Africa,CUST20235,Sme,Loans,"34 011,38","14 517,50","4 323,19","18 412,53",0,"0,00",0,0,"Free State, South Africa"
TX100055,2023-12-12,Limpopo,South Africa,CUST20055,Sme,Loans,"14 628,33","44 908,59","14 124,89","10 777,43",0,"0,00",0,0,"Limpopo, South Africa"
TX100120,2023-02-17,Western Cape,South Africa,CUST20120,Retail,Loans,"28 468,41","11 502,76","29 396,13","29 828,57",0,"0,00",0,2,"Western Cape, South Africa"
TX100532,2024-02-24,KwaZulu-Natal,South Africa,CUST20232,Retail,Loans,"49 739,52","55 458,06","29 995,49","53 028,39",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100025,2023-10-04,North West,South Africa,CUST20025,Sme,Cards,"41 918,23","35 166,40","29 284,97","28 061,75",0,"0,00",0,1,"North West, South Africa"
TX100072,2024-04-21,KwaZulu-Natal,South Africa,ANONYMOUS,Corporate,Investments,"45 748,40","43 505,68","11 040,39","29 164,52",0,"0,00",0,0,"KwaZulu-Natal, South Africa"
TX100044,2023-05-11,Gauteng,South Africa,CUST20044,Sme,Investments,"30 381,75","28 344,84","7 842,95","59 588,28",0,"0,00",0,0,"Gauteng, South Africa"
TX100876,2024-01-21,Western Cape,South Africa,CUST20276,Corporate,Cards,"4 301,47","29 568,28","15 040,53","13 702,22",0,"0,00",0,1,"Western Cape, South Africa"
TX100398,2023-12-20,KwaZulu-Natal,South Africa,CUST20098,Retail,Cards,"25 119,38","8 642,29","1 757,45","28 278,34",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100286,2024-09-19,Western Cape,South Africa,CUST20286,Retail,Savings,"8 821,62","20 683,61","8 138,82","10 291,05",1,"4 921,86",0,5,"Western Cape, South Africa"
TX100361,2023-06-10,Western Cape,South Africa,CUST20061,Corporate,Savings,"43 880,78","18 722,94","118,76","21 681,33",0,"0,00",0,1,"Western Cape, South Africa"
TX100319,2023-01-22,KwaZulu-Natal,South Africa,CUST20019,Sme,Loans,"21 114,29","1 814,11","8 278,91","47 059,79",0,"0,00",0,1,"KwaZulu-Natal, South Africa"
TX100198,2023-04-23,Western Cape,South Africa,CUST20198,Retail,Investments,"47 068,98","44 870,20","19 000,39","44 040,28",0,"0,00",0,1,"Western Cape, South Africa"
TX100847,2024-12-30,Western Cape,South Africa,CUST20247,Retail,Insurance,"16 615,79","3 636,83","8 452,42","61 861,34",0,"0,00",0,0,"Western Cape, South Africa"
TX100786,2024-02-26,Limpopo,South Africa,CUST20186,Sme,Loans,"1 817,11","13 595,36","18 709,04","53 242,46",1,"8 027,13",0,1,"Limpopo, South Africa"
TX100363,2023-11-19,Eastern Cape,South Africa,CUST20063,Corporate,Savings,"7 914,27","41 923,45","27 534,59","49 031,84",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100695,2023-12-14,Limpopo,South Africa,CUST20095,Sme,Cards,"21 341,12","6 270,24","13 480,26","47 515,18",0,"0,00",0,4,"Limpopo, South Africa"
TX100760,2024-03-24,KwaZulu-Natal,South Africa,CUST20160,Retail,Cards,"3 029,98","904,39","26 634,51","31 069,92",0,"0,00",0,2,"KwaZulu-Natal, South Africa"
TX100237,2024-05-25,Gauteng,South Africa,CUST20237,Retail,Cards,"1 394,90","32 866,40","13 949,66","56 107,76",0,"0,00",0,3,"Gauteng, South Africa"
TX100277,2023-04-09,KwaZulu-Natal,South Africa,CUST20277,Retail,Loans,"7 394,56","18 304,30","25 384,70","26 791,04",1,"3 051,36",0,3,"KwaZulu-Natal, South Africa"
TX100951,2023-01-06,Eastern Cape,South Africa,CUST20051,Retail,Loans,"45 259,16","44 341,17","18 202,79","62 174,64",0,"0,00",0,2,"Eastern Cape, South Africa"
TX100318,2024-01-10,North West,South Africa,CUST20018,Retail,Loans,"5 566,61","3 700,03","28 951,37","9 272,83",0,"0,00",0,0,"North West, South Africa"
TX100643,2023-02-27,,South Africa,CUST20043,Corporate,Cards,"25 622,05","34 321,70","4 992,13","46 897,89",0,"0,00",0,1,
TX100327,2023-01-27,Limpopo,South Africa,CUST20027,Retail,Insurance,"3 477,40","29 795,56","1 580,43","56 338,30",0,"0,00",0,3,"Limpopo, South Africa"
