transaction_id,date,customer_id,product_category,budget_amount,actual_amount,cost,revenue,claim_flag,claim_amount,churn_flag,orders_count,profit,variance,variance_pct
TX100321,2023-02-07,CUST20021,Savings,11867.32,20352.82,29487.52,50478.59,0,0.0,0,1,20991.069999999996,8485.5,0.7150308578516464
TX100059,2024-01-02,CUST20059,Savings,5360.5,597.8,17280.01,41391.08,0,0.0,0,1,24111.070000000003,-4762.7,-0.8884805521872959
TX100629,2024-02-19,CUST20029,Investments,15477.93,57704.17,9158.06,23871.41,0,0.0,0,0,14713.35,42226.24,2.72815809349183
TX100932,2024-10-23,CUST20032,Cards,18981.11,20624.74,18525.6,59512.04,0,0.0,0,0,40986.44,1643.630000000001,0.08659293371146372
TX100333,2024-03-28,CUST20033,Savings,43661.06,31182.75,24562.55,11174.29,0,0.0,0,2,-13388.259999999998,-12478.309999999998,-0.285799520213206
TX100749,2024-04-02,CUST20149,Savings,15009.13,10794.92,22468.36,6266.41,0,0.0,0,5,-16201.95,-4214.209999999999,-0.280776434077125
TX100054,2023-08-30,CUST20054,Cards,39929.56,39817.51,15674.48,880.45,0,0.0,0,2,-14794.029999999999,-112.04999999999563,-0.002806191703589913
TX100023,2024-01-21,CUST20023,Loans,28266.35,8371.13,537.95,36190.44,0,0.0,0,1,35652.490000000005,-19895.22,-0.7038482152807137
TX100030,2023-09-10,CUST20030,Cards,22124.51,15710.53,26862.79,56212.6,0,0.0,0,4,29349.809999999998,-6413.979999999998,-0.28990382159876077
TX100346,2024-01-08,CUST20046,Investments,23938.045,21687.54,22899.77,58512.19,0,0.0,0,0,35612.42,-2250.5049999999974,-0.09401373420427597
TX100433,2023-04-30,CUST20133,Insurance,21157.35,43285.0,28364.68,3021.92,0,0.0,0,1,-25342.760000000002,22127.65,1.045861131001756
TX100010,2023-08-03,CUST20010,Insurance,17464.35,8948.66,28514.18,45245.56,0,0.0,0,0,16731.379999999997,-8515.689999999999,-0.4876041765081437
TX100688,2023-11-26,CUST20088,Cards,46833.53,41456.14,8120.69,54413.28,0,0.0,0,2,46292.59,-5377.389999999999,-0.11481923314343377
TX100244,2024-04-08,CUST20244,Insurance,13225.65,7133.52,27905.07,53568.94,0,0.0,0,3,25663.870000000003,-6092.129999999999,-0.46062991232945066
TX100314,2023-02-02,CUST20014,Loans,37821.19,41000.01,28232.2,20476.05,1,8063.57,0,3,-7756.1500000000015,3178.8199999999997,0.08404865103398385
TX100449,2024-08-23,CUST20149,Cards,9129.15,52179.14,17539.96,50679.24,0,0.0,0,1,33139.28,43049.99,4.715662465837455
TX100199,2024-05-11,CUST20199,Insurance,3292.51,49643.48,13115.25,25920.51,0,0.0,0,2,12805.259999999998,46350.97,14.077700599238877
TX100591,2024-09-25,CUST20291,Savings,23869.68,45537.2,8686.23,58324.68,0,0.0,0,2,49638.45,21667.519999999997,0.9077423744264689
TX100235,2024-09-01,CUST20235,Investments,44786.13,32956.68,7585.17,7814.52,0,0.0,0,2,229.35000000000036,-11829.449999999997,-0.26413199800920506
TX100107,2024-08-15,CUST20107,Savings,31979.67,16390.96,26282.99,42751.22,0,0.0,0,0,16468.23,-15588.71,-0.48745687494586404
TX100218,2024-02-07,CUST20218,Loans,5690.72,45679.0,1681.93,49292.29,0,0.0,0,2,47610.36,39988.28,7.026928051283493
TX100424,2023-02-16,CUST20124,Loans,13302.93,15693.52,14975.74,2306.35,0,0.0,0,1,-12669.39,2390.59,0.17970402009181435
TX100174,2023-08-13,CUST20174,Insurance,14512.11,24389.11,11769.84,25432.58,0,0.0,0,0,13662.740000000002,9877.0,0.6806039921141722
TX100851,2023-05-01,CUST20251,Insurance,3984.19,27577.0,26235.86,34569.44,0,0.0,0,1,8333.580000000002,23592.81,5.921607654253437
TX100522,2024-02-22,CUST20222,Cards,30022.77,58629.45,3393.25,22036.35,0,0.0,0,2,18643.1,28606.679999999997,0.9528327999048721
TX100294,2023-04-22,CUST20294,Savings,14714.74,35213.58,3736.0,62127.93,0,0.0,0,0,58391.93,20498.840000000004,1.3930820388263743
TX100942,2024-08-29,CUST20042,Savings,41435.36,40182.69,6447.1,21878.06,0,0.0,0,1,15430.960000000001,-1252.6699999999983,-0.030231908205938074
TX100039,2024-11-17,CUST20039,Investments,30267.33,24106.93,29519.54,21316.62,0,0.0,0,3,-8202.920000000002,-6160.4000000000015,-0.20353298424406782
TX100854,2023-02-25,CUST20254,Investments,18720.71,37455.83,25654.78,34181.67,0,0.0,0,2,8526.89,18735.120000000003,1.000769735763227
TX100792,2024-03-22,CUST20192,Investments,26572.33,45739.53,1082.42,47388.37,0,0.0,0,0,46305.950000000004,19167.199999999997,0.7213217659121347
TX100849,2023-09-06,CUST20249,Investments,7301.23,29555.635,27702.74,13015.35,1,20151.99,0,4,-14687.390000000001,22254.405,3.048035057106816
TX100066,2024-07-15,ANONYMOUS,Savings,9079.35,31022.27,25216.56,1210.16,0,0.0,0,1,-24006.4,21942.92,2.4167941537665136
TX100280,2023-05-11,CUST20280,Savings,40063.34,43644.11,6283.25,41508.79,0,0.0,1,4,35225.54,3580.770000000004,0.08937772037977873
TX100067,2024-01-23,CUST20067,Cards,12759.48,17242.88,16394.97,38477.92,0,0.0,0,0,22082.949999999997,4483.4000000000015,0.35137795584146075
TX100778,2024-09-15,CUST20178,Loans,16921.22,48980.22,26237.65,2462.22,0,0.0,0,1,-23775.43,32059.0,1.8946033442033139
TX100442,2023-02-27,CUST20142,Investments,36488.47,39400.31,5750.67,69731.46,0,0.0,0,1,63980.79000000001,2911.8399999999965,0.07980164693120859
TX100883,2023-01-03,CUST20283,Insurance,1715.84,44666.78,15618.75,52388.44,0,0.0,0,3,36769.69,42950.94,25.03201930249907
TX100299,2023-12-04,CUST20299,Loans,21580.2,13538.0,3561.23,35625.92,0,0.0,0,3,32064.69,-8042.200000000001,-0.3726656842846684
TX100518,2024-12-27,CUST20218,Cards,24346.6,24480.36,10016.57,27844.13,0,0.0,0,3,17827.56,133.76000000000204,0.005493990947401364
TX100332,2024-04-25,CUST20032,Insurance,33477.02,56235.11,21439.82,48571.36,0,0.0,0,2,27131.54,22758.090000000004,0.6798123010949005
TX100920,2024-07-07,CUST20020,Cards,19911.04,13153.53,19897.14,25977.43,0,0.0,0,1,6080.290000000001,-6757.51,-0.3393850848574459
TX100973,2024-12-24,CUST20073,Cards,1251.84,11771.88,28441.12,58651.13,1,3008.58,0,5,30210.01,10520.039999999999,8.40366180981595
TX100934,2024-12-10,CUST20034,Investments,11122.47,58872.17,11770.74,62085.95,0,0.0,0,4,50315.21,47749.7,4.293084180042742
TX100869,2023-02-25,CUST20269,Cards,9066.41,18143.99,25765.25,19056.84,1,1816.12,0,2,-6708.41,9077.580000000002,1.0012320201711595
TX100924,2024-11-22,CUST20024,Investments,8442.42,49589.6,13185.62,34246.09,0,0.0,0,0,21060.469999999994,41147.18,4.873860812421083
TX100184,2024-02-15,CUST20184,Cards,33053.85,51249.12,8386.62,23169.44,0,0.0,0,2,14782.819999999998,18195.270000000004,0.5504735454417565
TX100516,2024-05-13,ANONYMOUS,Insurance,23726.9,2725.12,26484.03,45682.14,0,0.0,0,1,19198.11,-21001.780000000002,-0.8851463950199985
TX100088,2024-12-20,CUST20088,Loans,42950.49,5329.27,6865.69,69982.61,1,996.4,0,2,63116.92,-37621.22,-0.875920623955629
TX100063,2023-02-04,CUST20063,Cards,47010.82,51793.53,12762.11,2460.99,0,0.0,0,1,-10301.12,4782.709999999999,0.1017363662237757
TX100836,2024-11-12,CUST20236,Investments,22586.42,43471.86,12398.78,35253.4,0,0.0,0,8,22854.620000000003,20885.440000000002,0.9246901456716028
TX100578,2024-04-13,CUST20278,Investments,15847.86,30722.95,11781.74,52757.64,0,0.0,0,2,40975.9,14875.09,0.9386182109130191
TX100215,2024-07-19,CUST20215,Cards,11784.35,56010.92,22194.02,33479.86,0,0.0,0,3,11285.84,44226.57,3.7529918917886858
TX100754,2024-04-01,CUST20154,Insurance,38532.61,49394.27,9399.11,48153.71,1,37459.85,0,0,38754.6,10861.659999999996,0.28188228100821605
TX100259,2024-12-30,CUST20259,Savings,22588.1,728.31,21475.46,56852.57,0,0.0,0,0,35377.11,-21859.789999999997,-0.9677569162523629
TX100381,2023-02-08,CUST20081,Savings,49273.55,11435.19,8745.19,35404.1,1,4723.53,0,3,26658.909999999996,-37838.36,-0.7679243732184914
TX100380,2023-06-25,CUST20080,Savings,32257.19,43407.38,1430.82,41357.11,0,0.0,0,3,39926.29,11150.189999999999,0.34566526098522526
TX100893,2023-01-28,CUST20293,Investments,35643.75,58184.71,7835.28,37148.66,0,0.0,0,1,29313.380000000005,22540.96,0.6323958618271085
TX100971,2024-02-14,CUST20071,Insurance,4120.55,43783.42,16524.86,36912.38,0,0.0,0,1,20387.519999999997,39662.869999999995,9.62562521993423
TX100462,2023-03-27,CUST20162,Cards,49726.35,7241.33,11563.3,54899.59,1,896.76,0,2,43336.28999999999,-42485.02,-0.8543764020484109
TX100746,2024-07-18,CUST20146,Insurance,3301.68,19717.89,805.4,34698.35,0,0.0,0,2,33892.95,16416.21,4.972077851275714
TX100679,2023-05-23,CUST20079,Investments,45371.4,37700.36,19978.06,9985.8,0,0.0,0,3,-9992.260000000002,-7671.040000000001,-0.1690721467708733
TX100757,2024-11-15,CUST20157,Savings,29401.34,3350.88,22084.01,13508.88,0,0.0,0,0,-8575.13,-26050.46,-0.886029684361325
TX100997,2023-11-17,CUST20097,Loans,32166.32,37375.0,2060.81,50490.11,0,0.0,0,2,48429.3,5208.68,0.16192962079591325
TX100312,2024-02-05,CUST20012,Cards,27233.03,29555.635,29049.44,44983.96,0,0.0,0,1,15934.52,2322.6049999999996,0.08528632326259691
TX100086,2023-10-23,CUST20086,Investments,13223.45,16833.15,14063.83,30372.16,0,0.0,0,0,16308.33,3609.7000000000007,0.27297717312804154
TX100296,2024-04-17,CUST20296,Insurance,2760.58,37342.66,26980.82,28955.12,0,0.0,0,2,1974.2999999999993,34582.08,12.527106622521355
TX100998,2023-11-15,CUST20098,Investments,20687.86,5105.99,21909.52,10949.88,1,2041.7,0,4,-10959.640000000001,-15581.87,-0.753189068371499
TX100653,2023-07-10,CUST20053,Investments,49399.73,55894.42,9561.99,377.9,1,38240.51,0,5,-9184.09,6494.689999999995,0.13147217606250064
TX100820,2024-06-03,CUST20220,Cards,33139.26,51801.58,18933.18,3794.82,0,0.0,0,3,-15138.36,18662.32,0.5631483623955392
TX100136,2024-01-28,CUST20136,Investments,11930.04,50736.73,29655.87,69873.65,0,0.0,0,3,40217.78,38806.69,3.2528549778542235
TX100877,2023-12-31,CUST20277,Insurance,41745.5,31689.68,1934.18,57871.97,1,3633.4,0,2,55937.79,-10055.82,-0.24088392760896382
TX100585,2023-04-19,CUST20285,Cards,27973.12,32401.25,5159.17,3920.16,0,0.0,0,1,-1239.0100000000002,4428.130000000001,0.15829946748878929
TX100730,2023-03-04,CUST20130,Investments,45235.43,52414.94,19497.18,5606.27,0,0.0,0,1,-13890.91,7179.510000000002,0.15871430867353314
TX100464,2023-10-12,CUST20164,Loans,16086.43,33065.82,25972.31,5770.33,0,0.0,0,2,-20201.980000000003,16979.39,1.0555101411562415
TX100622,2024-05-25,CUST20022,Cards,35211.72,3622.66,1967.08,61670.29,0,0.0,0,2,59703.21,-31589.06,-0.8971177778307904
TX100168,2024-10-01,CUST20168,Savings,28718.72,27108.46,17508.9,67353.71,0,0.0,0,2,49844.810000000005,-1610.260000000002,-0.05607004769014782
TX100506,2024-02-21,CUST20206,Loans,20105.09,12757.34,6221.11,9242.46,0,0.0,0,2,3021.3499999999995,-7347.75,-0.36546715284537395
TX100451,2023-08-25,CUST20151,Investments,18774.93,31239.34,9713.84,7356.83,0,0.0,0,1,-2357.01,12464.41,0.663885830732791
TX100139,2024-07-07,CUST20139,Insurance,37659.88,17374.67,22057.07,6907.97,0,0.0,0,0,-15149.099999999999,-20285.21,-0.5386424492058923
TX100687,2023-01-12,CUST20087,Cards,11690.54,32281.31,20966.15,47287.27,0,0.0,0,2,26321.119999999995,20590.77,1.7613189809880467
TX100668,2023-08-17,CUST20068,Loans,1632.45,21786.41,26157.51,6849.99,1,11640.95,0,5,-19307.519999999997,20153.96,12.34583601335416
TX100859,2024-12-30,CUST20259,Savings,25231.54,2806.04,22142.85,22722.62,0,0.0,0,1,579.7700000000004,-22425.5,-0.8887883973788362
TX100912,2023-04-21,CUST20012,Insurance,45674.57,41016.72,5165.73,49470.3,0,0.0,0,2,44304.57000000001,-4657.8499999999985,-0.10197906625065105
TX100855,2023-12-16,CUST20255,Savings,7143.39,18457.1,18953.63,23640.34,0,0.0,0,1,4686.709999999999,11313.71,1.583801248426867
TX100535,2024-11-06,CUST20235,Loans,34011.38,14517.5,4323.19,18412.53,0,0.0,0,0,14089.34,-19493.879999999997,-0.573157572553657
TX100055,2023-12-12,CUST20055,Loans,14628.33,44908.59,14124.89,10777.43,0,0.0,0,0,-3347.459999999999,30280.259999999995,2.069973811091218
TX100120,2023-02-17,CUST20120,Loans,28468.41,11502.76,29396.13,29828.57,0,0.0,0,2,432.4399999999987,-16965.65,-0.5959465245863749
TX100532,2024-02-24,CUST20232,Loans,49739.52,55458.06,29995.49,53028.39,0,0.0,0,2,23032.899999999998,5718.540000000001,0.11496974639079752
TX100025,2023-10-04,CUST20025,Cards,41918.23,35166.4,29284.97,28061.75,0,0.0,0,1,-1223.2200000000012,-6751.830000000002,-0.16107144791180356
TX100072,2024-04-21,ANONYMOUS,Investments,45748.4,43505.68,11040.39,29164.52,0,0.0,0,0,18124.13,-2242.720000000001,-0.04902291664845112
TX100044,2023-05-11,CUST20044,Investments,30381.75,28344.84,7842.95,59588.28,0,0.0,0,0,51745.33,-2036.9099999999999,-0.0670438667950332
TX100876,2024-01-21,CUST20276,Cards,4301.47,29568.28,15040.53,13702.22,0,0.0,0,1,-1338.3100000000013,25266.809999999998,5.873994239178699
TX100398,2023-12-20,CUST20098,Cards,25119.38,8642.29,1757.45,28278.34,0,0.0,0,1,26520.89,-16477.09,-0.6559513013458135
TX100286,2024-09-19,CUST20286,Savings,8821.62,20683.61,8138.82,10291.05,1,4921.86,0,5,2152.2299999999996,11861.99,1.344649848893967
TX100361,2023-06-10,CUST20061,Savings,43880.78,18722.94,118.76,21681.33,0,0.0,0,1,21562.570000000003,-25157.84,-0.5733225343760981
TX100319,2023-01-22,CUST20019,Loans,21114.29,1814.11,8278.91,47059.79,0,0.0,0,1,38780.880000000005,-19300.18,-0.9140814112148692
TX100198,2023-04-23,CUST20198,Investments,47068.98,44870.2,19000.39,44040.28,0,0.0,0,1,25039.89,-2198.780000000006,-0.04671399295247116
TX100847,2024-12-30,CUST20247,Insurance,16615.79,3636.83,8452.42,61861.34,0,0.0,0,0,53408.92,-12978.960000000001,-0.7811220531795359
TX100786,2024-02-26,CUST20186,Loans,1817.11,13595.36,18709.04,53242.46,1,8027.13,0,1,34533.42,11778.25,6.481858555618538
TX100363,2023-11-19,CUST20063,Savings,7914.27,41923.45,27534.59,49031.84,0,0.0,0,2,21497.249999999996,34009.17999999999,4.29719734100555
TX100695,2023-12-14,CUST20095,Cards,21341.12,6270.24,13480.26,47515.18,0,0.0,0,4,34034.92,-15070.88,-0.7061897407446283
TX100760,2024-03-24,CUST20160,Cards,3029.98,904.39,26634.51,31069.92,0,0.0,0,2,4435.41,-2125.59,-0.7015194819767787
TX100237,2024-05-25,CUST20237,Cards,1394.9,32866.4,13949.66,56107.76,0,0.0,0,3,42158.100000000006,31471.5,22.561832389418594
TX100277,2023-04-09,CUST20277,Loans,7394.56,18304.3,25384.7,26791.04,1,3051.36,0,3,1406.3400000000001,10909.739999999998,1.4753737882984244
TX100951,2023-01-06,CUST20051,Loans,45259.16,44341.17,18202.79,62174.64,0,0.0,0,2,43971.85,-917.9900000000052,-0.02028296592336237
TX100318,2024-01-10,CUST20018,Loans,5566.61,3700.03,28951.37,9272.83,0,0.0,0,0,-19678.54,-1866.5799999999995,-0.3353171858635686
TX100643,2023-02-27,CUST20043,Cards,25622.05,34321.7,4992.13,46897.89,0,0.0,0,1,41905.76,8699.649999999998,0.33953762481924743
TX100327,2023-01-27,CUST20027,Insurance,3477.4,29795.56,1580.43,56338.3,0,0.0,0,3,54757.87,26318.16,7.568344165180882
TX100060,2024-03-30,CUST20060,Investments,49593.11,22896.69,15492.05,62078.86,0,0.0,0,2,46586.81,-26696.420000000002,-0.5383090513984705
TX100388,2023-02-05,CUST20088,Loans,32598.2,8614.03,5830.97,9484.62,0,0.0,1,3,3653.6500000000005,-23984.17,-0.7357513605045677
TX100478,2023-09-11,CUST20178,Cards,42025.89,23948.36,25498.99,51537.78,0,0.0,0,5,26038.789999999997,-18077.53,-0.4301522228321637
TX100603,2024-06-02,CUST20003,Savings,31084.99,49450.82,13914.98,22874.12,0,0.0,0,3,8959.14,18365.829999999998,0.5908263119917361
TX100450,2024-05-02,CUST20150,Insurance,2209.52,34096.07,22069.3,14843.14,0,0.0,0,1,-7226.16,31886.55,14.431437597306202
TX100825,2024-12-30,CUST20225,Savings,41547.44,3628.18,8128.3,61439.91,0,0.0,0,3,53311.61,-37919.26,-0.912673801322055
TX100377,2023-04-14,CUST20077,Savings,18238.45,35169.83,24087.25,10757.89,0,0.0,0,4,-13329.36,16931.38,0.9283343705194247
TX100946,2024-06-26,CUST20046,Savings,8014.91,43086.29,24575.94,54009.88,0,0.0,0,1,29433.94,35071.380000000005,4.3757671639481925
TX100636,2023-02-08,CUST20036,Investments,28359.26,25157.3,20194.37,45723.1,1,15946.95,0,0,25528.73,-3201.959999999999,-0.11290703636131547
TX100697,2023-03-31,CUST20097,Cards,24438.44,8188.82,27597.08,50170.3,0,0.0,0,2,22573.22,-16249.619999999999,-0.664920510474482
TX100990,2023-09-18,CUST20090,Cards,43124.3,41373.02,6020.29,1403.69,0,0.0,0,2,-4616.6,-1751.280000000006,-0.04061005048197898
TX100796,2024-04-25,CUST20196,Savings,44616.76,8789.51,21664.61,68861.23,0,0.0,0,3,47196.619999999995,-35827.25,-0.8029998144195141
TX100548,2024-11-25,CUST20248,Insurance,32943.14,51105.0,23689.46,29423.33,0,0.0,0,2,5733.870000000003,18161.86,0.5513093165982357
TX100723,2024-01-09,CUST20123,Cards,49734.52,11531.83,26772.56,40583.65,0,0.0,0,2,13811.09,-38202.689999999995,-0.7681322751280197
TX100841,2023-08-21,CUST20241,Savings,9954.81,2111.33,29503.28,68006.14,0,0.0,1,1,38502.86,-7843.48,-0.7879085587771137
TX100110,2024-02-23,CUST20110,Savings,18401.45,19889.94,4960.58,35793.74,0,0.0,0,2,30833.159999999996,1488.489999999998,0.08088982118256974
TX100531,2024-01-11,CUST20231,Insurance,21870.95,37834.34,6050.44,53019.76,0,0.0,0,2,46969.32,15963.389999999996,0.7298901053680794
TX100493,2024-05-11,CUST20193,Insurance,28163.48,24441.2,15210.07,57432.83,0,0.0,0,0,42222.76,-3722.279999999999,-0.1321669055102565
TX100882,2023-01-07,CUST20282,Cards,29369.9,8180.63,10158.17,29253.52,0,0.0,0,1,19095.35,-21189.27,-0.7214621091661871
TX100260,2024-02-19,CUST20260,Loans,7487.83,30369.49,12952.36,60621.62,0,0.0,0,3,47669.26,22881.660000000003,3.05584662044945
TX100479,2023-12-23,CUST20179,Investments,7241.1,51131.64,16032.13,54197.58,0,0.0,0,3,38165.450000000004,43890.54,6.061308364751212
TX100148,2023-08-19,CUST20148,Loans,6669.36,44403.88,15485.4,39538.9,0,0.0,0,3,24053.5,37734.52,5.657892211546535
TX100477,2023-10-16,CUST20177,Cards,45232.57,1127.79,3449.15,68888.32,0,0.0,0,2,65439.170000000006,-44104.78,-0.9750668600081756
TX100432,2024-10-18,CUST20132,Cards,30112.95,23281.55,21710.78,31661.98,0,0.0,0,1,9951.2,-6831.4000000000015,-0.22685920841365595
TX100790,2023-12-01,CUST20190,Cards,36846.54,43064.16,1582.85,62482.79,0,0.0,0,4,60899.94,6217.620000000003,0.16874365951321352
