transaction_id,date,region,country,customer_id,segment,product_category,budget_amount,actual_amount,cost,revenue,claim_flag,claim_amount,churn_flag,orders_count,location
TX100213,2024-10-03,Gauteng,South Africa,CUST20213,Retail,Cards,45455.2,39637.04,17388.73,23002.3,0,0.0,0,2,"Gauteng, South Africa"
TX100604,2023-06-23,Free State,South Africa,CUST20004,Retail,Insurance,31204.98,19027.23,27100.53,52140.58,0,0.0,0,4,"Free State, South Africa"
TX100597,2024-08-10,Limpopo,South Africa,CUST20297,Retail,Investments,6592.86,2309.74,20226.03,68811.4,0,0.0,1,3,"Limpopo, South Africa"
TX100254,2024-10-01,KwaZulu-Natal,South Africa,CUST20254,Sme,Insurance,16892.94,18437.05,11523.41,26571.95,0,0.0,0,6,"KwaZulu-Natal, South Africa"
TX100830,2024-09-25,Eastern Cape,South Africa,CUST20230,Corporate,Loans,17197.49,24108.96,2067.37,60111.97,0,0.0,0,3,"Eastern Cape, South Africa"
TX100289,2024-02-24,Western Cape,South Africa,ANONYMOUS,Retail,Loans,12514.72,44817.09,12297.34,55339.73,0,0.0,0,4,"Western Cape, South Africa"
TX100554,2024-08-18,KwaZulu-Natal,South Africa,CUST20254,Sme,Cards,15487.59,29609.02,3234.59,54714.48,0,0.0,0,3,"KwaZulu-Natal, South Africa"
TX100889,2024-12-30,Free State,South Africa,CUST20289,Corporate,Cards,15383.2,54015.05,22533.13,7368.56,1,22234.89,0,3,"Free State, South Africa"
TX100468,2023-04-04,Eastern Cape,South Africa,CUST20168,Retail,Loans,13428.14,13608.99,17684.97,12064.44,0,0.0,0,1,"Eastern Cape, South Africa"
TX100350,2023-10-07,Western Cape,South Africa,CUST20050,Retail,Loans,29657.09,44522.14,3671.52,1084.88,0,0.0,0,1,"Western Cape, South Africa"
TX100096,2023-06-06,Eastern Cape,South Africa,CUST20096,Retail,Investments,47070.82,2387.49,14728.24,12429.05,1,1675.18,0,1,"Eastern Cape, South Africa"
TX100544,2024-10-24,North West,South Africa,CUST20244,Sme,Savings,14830.86,24606.34,23041.65,20534.4,0,0.0,0,0,"North West, South Africa"
TX100991,2024-10-11,KwaZulu-Natal,South Africa,CUST20091,Corporate,Savings,48014.14,53640.27,13196.85,62332.87,1,21744.04,1,2,"KwaZulu-Natal, South Africa"
TX100076,2024-07-09,Eastern Cape,South Africa,CUST20076,Sme,Loans,45333.55,14909.39,628.33,12451.59,0,0.0,0,4,"Eastern Cape, South Africa"
TX100298,2023-06-02,Gauteng,South Africa,CUST20298,Sme,Investments,11471.21,39871.38,4107.34,26256.96,0,0.0,0,2,"Gauteng, South Africa"
TX100209,2023-03-22,,South Africa,CUST20209,Corporate,Investments,11630.86,33340.21,5418.73,18478.29,0,0.0,0,1,
TX100703,2023-02-10,KwaZulu-Natal,South Africa,CUST20103,Retail,Savings,42024.62,18077.61,18919.77,13618.36,0,0.0,0,0,"KwaZulu-Natal, South Africa"
TX100158,2024-07-31,Limpopo,South Africa,CUST20158,Corporate,Cards,4745.55,58857.23,7386.88,41832.92,0,0.0,0,4,"Limpopo, South Africa"
TX100500,2024-06-28,North West,South Africa,CUST20200,Corporate,Investments,28102.49,56680.43,27702.9,4907.1,0,0.0,0,1,"North West, South Africa"
TX100275,2023-01-09,North West,South Africa,CUST20275,Corporate,Investments,45930.16,55074.63,29880.21,3454.47,0,0.0,0,0,"North West, South Africa"
TX100334,2024-10-20,Free State,South Africa,CUST20034,Sme,Investments,38195.26,30086.61,20053.22,62739.71,1,10885.57,0,1,"Free State, South Africa"
TX100598,2023-01-09,KwaZulu-Natal,South Africa,CUST20298,Sme,Investments,47111.36,43749.18,29723.39,64748.39,0,0.0,0,2,"KwaZulu-Natal, South Africa"
TX100781,2023-08-17,Eastern Cape,South Africa,CUST20181,Corporate,Loans,36781.92,56300.64,7646.81,31549.42,0,0.0,0,1,"Eastern Cape, South Africa"
TX100705,2024-05-16,KwaZulu-Natal,South Africa,CUST20105,Retail,Investments,19316.6,40246.19,24044.0,10790.33,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100486,2024-03-17,Gauteng,South Africa,CUST20186,Retail,Insurance,44818.99,11921.35,921.37,62384.06,0,0.0,0,2,"Gauteng, South Africa"
TX100660,2024-07-09,,South Africa,CUST20060,Retail,Savings,49786.25,57152.56,21261.82,16279.77,0,0.0,0,1,
TX100887,2023-10-01,Limpopo,South Africa,CUST20287,Retail,Insurance,43310.51,13581.79,7296.38,65927.16,0,0.0,0,0,"Limpopo, South Africa"
TX100881,2023-11-08,Eastern Cape,South Africa,CUST20281,Retail,Loans,36030.08,26422.49,16812.7,54024.81,0,0.0,0,0,"Eastern Cape, South Africa"
TX100445,2023-04-06,Eastern Cape,South Africa,CUST20145,Retail,Savings,40470.77,53146.07,15624.29,34023.09,1,8863.57,0,1,"Eastern Cape, South Africa"
TX100321,2023-02-07,Eastern Cape,South Africa,CUST20021,Corporate,Savings,11867.32,20352.82,29487.52,50478.59,0,0.0,0,1,"Eastern Cape, South Africa"
TX100059,2024-01-02,Gauteng,South Africa,CUST20059,Retail,Savings,5360.5,597.8,17280.01,41391.08,0,0.0,0,1,"Gauteng, South Africa"
TX100629,2024-02-19,Free State,South Africa,CUST20029,Sme,Investments,15477.93,57704.17,9158.06,23871.41,0,0.0,0,0,"Free State, South Africa"
TX100932,2024-10-23,Eastern Cape,South Africa,CUST20032,Retail,Cards,18981.11,20624.74,18525.6,59512.04,0,0.0,0,0,"Eastern Cape, South Africa"
TX100333,2024-03-28,Limpopo,South Africa,CUST20033,Sme,Savings,43661.06,31182.75,24562.55,11174.29,0,0.0,0,2,"Limpopo, South Africa"
TX100749,2024-04-02,Free State,South Africa,CUST20149,Retail,Savings,15009.13,10794.92,22468.36,6266.41,0,0.0,0,5,"Free State, South Africa"
TX100054,2023-08-30,Gauteng,South Africa,CUST20054,Retail,Cards,39929.56,39817.51,15674.48,880.45,0,0.0,0,2,"Gauteng, South Africa"
TX100023,2024-01-21,KwaZulu-Natal,South Africa,CUST20023,Retail,Loans,28266.35,8371.13,537.95,36190.44,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100030,2023-09-10,Free State,South Africa,CUST20030,Sme,Cards,22124.51,15710.53,26862.79,56212.6,0,0.0,0,4,"Free State, South Africa"
TX100346,2024-01-08,Eastern Cape,South Africa,CUST20046,Retail,Investments,23938.045,21687.54,22899.77,58512.19,0,0.0,0,0,"Eastern Cape, South Africa"
TX100433,2023-04-30,Free State,South Africa,CUST20133,Retail,Insurance,21157.35,43285.0,28364.68,3021.92,0,0.0,0,1,"Free State, South Africa"
TX100010,2023-08-03,Gauteng,South Africa,CUST20010,Corporate,Insurance,17464.35,8948.66,28514.18,45245.56,0,0.0,0,0,"Gauteng, South Africa"
TX100688,2023-11-26,Western Cape,South Africa,CUST20088,Retail,Cards,46833.53,41456.14,8120.69,54413.28,0,0.0,0,2,"Western Cape, South Africa"
TX100244,2024-04-08,Eastern Cape,South Africa,CUST20244,Sme,Insurance,13225.65,7133.52,27905.07,53568.94,0,0.0,0,3,"Eastern Cape, South Africa"
TX100314,2023-02-02,Limpopo,South Africa,CUST20014,Retail,Loans,37821.19,41000.01,28232.2,20476.05,1,8063.57,0,3,"Limpopo, South Africa"
TX100449,2024-08-23,Free State,South Africa,CUST20149,Retail,Cards,9129.15,52179.14,17539.96,50679.24,0,0.0,0,1,"Free State, South Africa"
TX100199,2024-05-11,Gauteng,South Africa,CUST20199,Retail,Insurance,3292.51,49643.48,13115.25,25920.51,0,0.0,0,2,"Gauteng, South Africa"
TX100591,2024-09-25,Gauteng,South Africa,CUST20291,Retail,Savings,23869.68,45537.2,8686.23,58324.68,0,0.0,0,2,"Gauteng, South Africa"
TX100235,2024-09-01,Gauteng,South Africa,CUST20235,Sme,Investments,44786.13,32956.68,7585.17,7814.52,0,0.0,0,2,"Gauteng, South Africa"
TX100107,2024-08-15,Limpopo,South Africa,CUST20107,Retail,Savings,31979.67,16390.96,26282.99,42751.22,0,0.0,0,0,"Limpopo, South Africa"
TX100218,2024-02-07,KwaZulu-Natal,South Africa,CUST20218,Sme,Loans,5690.72,45679.0,1681.93,49292.29,0,0.0,0,2,"KwaZulu-Natal, South Africa"
TX100424,2023-02-16,Eastern Cape,South Africa,CUST20124,Retail,Loans,13302.93,15693.52,14975.74,2306.35,0,0.0,0,1,"Eastern Cape, South Africa"
TX100174,2023-08-13,North West,South Africa,CUST20174,Retail,Insurance,14512.11,24389.11,11769.84,25432.58,0,0.0,0,0,"North West, South Africa"
TX100851,2023-05-01,Western Cape,South Africa,CUST20251,Retail,Insurance,3984.19,27577.0,26235.86,34569.44,0,0.0,0,1,"Western Cape, South Africa"
TX100522,2024-02-22,Gauteng,South Africa,CUST20222,Retail,Cards,30022.77,58629.45,3393.25,22036.35,0,0.0,0,2,"Gauteng, South Africa"
TX100294,2023-04-22,Eastern Cape,South Africa,CUST20294,Retail,Savings,14714.74,35213.58,3736.0,62127.93,0,0.0,0,0,"Eastern Cape, South Africa"
TX100942,2024-08-29,Eastern Cape,South Africa,CUST20042,Corporate,Savings,41435.36,40182.69,6447.1,21878.06,0,0.0,0,1,"Eastern Cape, South Africa"
TX100039,2024-11-17,KwaZulu-Natal,South Africa,CUST20039,Sme,Investments,30267.33,24106.93,29519.54,21316.62,0,0.0,0,3,"KwaZulu-Natal, South Africa"
TX100854,2023-02-25,Western Cape,South Africa,CUST20254,Sme,Investments,18720.71,37455.83,25654.78,34181.67,0,0.0,0,2,"Western Cape, South Africa"
TX100792,2024-03-22,KwaZulu-Natal,South Africa,CUST20192,Corporate,Investments,26572.33,45739.53,1082.42,47388.37,0,0.0,0,0,"KwaZulu-Natal, South Africa"
TX100849,2023-09-06,Gauteng,South Africa,CUST20249,Retail,Investments,7301.23,29555.635000000002,27702.74,13015.35,1,20151.99,0,4,"Gauteng, South Africa"
TX100066,2024-07-15,Free State,South Africa,ANONYMOUS,Retail,Savings,9079.35,31022.27,25216.56,1210.16,0,0.0,0,1,"Free State, South Africa"
TX100280,2023-05-11,Gauteng,South Africa,CUST20280,Corporate,Savings,40063.34,43644.11,6283.25,41508.79,0,0.0,1,4,"Gauteng, South Africa"
TX100067,2024-01-23,KwaZulu-Natal,South Africa,CUST20067,Corporate,Cards,12759.48,17242.88,16394.97,38477.92,0,0.0,0,0,"KwaZulu-Natal, South Africa"
TX100778,2024-09-15,Gauteng,South Africa,CUST20178,Retail,Loans,16921.22,48980.22,26237.65,2462.22,0,0.0,0,1,"Gauteng, South Africa"
TX100442,2023-02-27,Gauteng,South Africa,CUST20142,Corporate,Investments,36488.47,39400.31,5750.67,69731.46,0,0.0,0,1,"Gauteng, South Africa"
TX100883,2023-01-03,KwaZulu-Natal,South Africa,CUST20283,Retail,Insurance,1715.84,44666.78,15618.75,52388.44,0,0.0,0,3,"KwaZulu-Natal, South Africa"
TX100299,2023-12-04,Gauteng,South Africa,CUST20299,Retail,Loans,21580.2,13538.0,3561.23,35625.92,0,0.0,0,3,"Gauteng, South Africa"
TX100518,2024-12-27,North West,South Africa,CUST20218,Retail,Cards,24346.6,24480.36,10016.57,27844.13,0,0.0,0,3,"North West, South Africa"
TX100332,2024-04-25,Gauteng,South Africa,CUST20032,Retail,Insurance,33477.02,56235.11,21439.82,48571.36,0,0.0,0,2,"Gauteng, South Africa"
TX100920,2024-07-07,North West,South Africa,CUST20020,Retail,Cards,19911.04,13153.53,19897.14,25977.43,0,0.0,0,1,"North West, South Africa"
TX100973,2024-12-24,KwaZulu-Natal,South Africa,CUST20073,Retail,Cards,1251.84,11771.88,28441.12,58651.13,1,3008.58,0,5,"KwaZulu-Natal, South Africa"
TX100934,2024-12-10,Gauteng,South Africa,CUST20034,Retail,Investments,11122.47,58872.17,11770.74,62085.95,0,0.0,0,4,"Gauteng, South Africa"
TX100869,2023-02-25,North West,South Africa,CUST20269,Retail,Cards,9066.41,18143.99,25765.25,19056.84,1,1816.12,0,2,"North West, South Africa"
TX100924,2024-11-22,KwaZulu-Natal,South Africa,CUST20024,Retail,Investments,8442.42,49589.6,13185.62,34246.09,0,0.0,0,0,"KwaZulu-Natal, South Africa"
TX100184,2024-02-15,Limpopo,South Africa,CUST20184,Retail,Cards,33053.85,51249.12,8386.62,23169.44,0,0.0,0,2,"Limpopo, South Africa"
TX100516,2024-05-13,Limpopo,South Africa,ANONYMOUS,Retail,Insurance,23726.9,2725.12,26484.03,45682.14,0,0.0,0,1,"Limpopo, South Africa"
TX100088,2024-12-20,Gauteng,South Africa,CUST20088,Retail,Loans,42950.49,5329.27,6865.69,69982.61,1,996.4,0,2,"Gauteng, South Africa"
TX100063,2023-02-04,Limpopo,South Africa,CUST20063,Retail,Cards,47010.82,51793.53,12762.11,2460.99,0,0.0,0,1,"Limpopo, South Africa"
TX100836,2024-11-12,North West,South Africa,CUST20236,Retail,Investments,22586.42,43471.86,12398.78,35253.4,0,0.0,0,8,"North West, South Africa"
TX100578,2024-04-13,Western Cape,South Africa,CUST20278,Sme,Investments,15847.86,30722.95,11781.74,52757.64,0,0.0,0,2,"Western Cape, South Africa"
TX100215,2024-07-19,KwaZulu-Natal,South Africa,CUST20215,Retail,Cards,11784.35,56010.92,22194.02,33479.86,0,0.0,0,3,"KwaZulu-Natal, South Africa"
TX100754,2024-04-01,Free State,South Africa,CUST20154,Retail,Insurance,38532.61,49394.27,9399.11,48153.71,1,37459.85,0,0,"Free State, South Africa"
TX100259,2024-12-30,Gauteng,South Africa,CUST20259,Sme,Savings,22588.1,728.31,21475.46,56852.57,0,0.0,0,0,"Gauteng, South Africa"
TX100381,2023-02-08,Western Cape,South Africa,CUST20081,Retail,Savings,49273.55,11435.19,8745.19,35404.1,1,4723.53,0,3,"Western Cape, South Africa"
TX100380,2023-06-25,Gauteng,South Africa,CUST20080,Retail,Savings,32257.19,43407.38,1430.82,41357.11,0,0.0,0,3,"Gauteng, South Africa"
TX100893,2023-01-28,Western Cape,South Africa,CUST20293,Retail,Investments,35643.75,58184.71,7835.28,37148.66,0,0.0,0,1,"Western Cape, South Africa"
TX100971,2024-02-14,Free State,South Africa,CUST20071,Sme,Insurance,4120.55,43783.42,16524.86,36912.38,0,0.0,0,1,"Free State, South Africa"
TX100462,2023-03-27,North West,South Africa,CUST20162,Retail,Cards,49726.35,7241.33,11563.3,54899.59,1,896.76,0,2,"North West, South Africa"
TX100746,2024-07-18,Western Cape,South Africa,CUST20146,Sme,Insurance,3301.68,19717.89,805.4,34698.35,0,0.0,0,2,"Western Cape, South Africa"
TX100679,2023-05-23,Free State,South Africa,CUST20079,Retail,Investments,45371.4,37700.36,19978.06,9985.8,0,0.0,0,3,"Free State, South Africa"
TX100757,2024-11-15,Free State,South Africa,CUST20157,Retail,Savings,29401.34,3350.88,22084.01,13508.88,0,0.0,0,0,"Free State, South Africa"
TX100997,2023-11-17,Gauteng,South Africa,CUST20097,Sme,Loans,32166.32,37375.0,2060.81,50490.11,0,0.0,0,2,"Gauteng, South Africa"
TX100312,2024-02-05,Gauteng,South Africa,CUST20012,Retail,Cards,27233.03,29555.635000000002,29049.44,44983.96,0,0.0,0,1,"Gauteng, South Africa"
TX100086,2023-10-23,Free State,South Africa,CUST20086,Retail,Investments,13223.45,16833.15,14063.83,30372.16,0,0.0,0,0,"Free State, South Africa"
TX100296,2024-04-17,Limpopo,South Africa,CUST20296,Sme,Insurance,2760.58,37342.66,26980.82,28955.12,0,0.0,0,2,"Limpopo, South Africa"
TX100998,2023-11-15,North West,South Africa,CUST20098,Corporate,Investments,20687.86,5105.99,21909.52,10949.88,1,2041.7,0,4,"North West, South Africa"
TX100653,2023-07-10,KwaZulu-Natal,South Africa,CUST20053,Corporate,Investments,49399.73,55894.42,9561.99,377.9,1,38240.51,0,5,"KwaZulu-Natal, South Africa"
TX100820,2024-06-03,Free State,South Africa,CUST20220,Sme,Cards,33139.26,51801.58,18933.18,3794.82,0,0.0,0,3,"Free State, South Africa"
TX100136,2024-01-28,North West,South Africa,CUST20136,Retail,Investments,11930.04,50736.73,29655.87,69873.65,0,0.0,0,3,"North West, South Africa"
TX100877,2023-12-31,Western Cape,South Africa,CUST20277,Sme,Insurance,41745.5,31689.68,1934.18,57871.97,1,3633.4,0,2,"Western Cape, South Africa"
TX100585,2023-04-19,Eastern Cape,South Africa,CUST20285,Corporate,Cards,27973.12,32401.25,5159.17,3920.16,0,0.0,0,1,"Eastern Cape, South Africa"
TX100730,2023-03-04,Gauteng,South Africa,CUST20130,Retail,Investments,45235.43,52414.94,19497.18,5606.27,0,0.0,0,1,"Gauteng, South Africa"
TX100464,2023-10-12,Gauteng,South Africa,CUST20164,Retail,Loans,16086.43,33065.82,25972.31,5770.33,0,0.0,0,2,"Gauteng, South Africa"
TX100622,2024-05-25,Gauteng,South Africa,CUST20022,Retail,Cards,35211.72,3622.66,1967.08,61670.29,0,0.0,0,2,"Gauteng, South Africa"
TX100168,2024-10-01,North West,South Africa,CUST20168,Corporate,Savings,28718.72,27108.46,17508.9,67353.71,0,0.0,0,2,"North West, South Africa"
TX100506,2024-02-21,Eastern Cape,South Africa,CUST20206,Sme,Loans,20105.09,12757.34,6221.11,9242.46,0,0.0,0,2,"Eastern Cape, South Africa"
TX100451,2023-08-25,KwaZulu-Natal,South Africa,CUST20151,Retail,Investments,18774.93,31239.34,9713.84,7356.83,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100139,2024-07-07,Western Cape,South Africa,CUST20139,Retail,Insurance,37659.88,17374.67,22057.07,6907.97,0,0.0,0,0,"Western Cape, South Africa"
TX100687,2023-01-12,Gauteng,South Africa,CUST20087,Sme,Cards,11690.54,32281.31,20966.15,47287.27,0,0.0,0,2,"Gauteng, South Africa"
TX100668,2023-08-17,Gauteng,South Africa,CUST20068,Retail,Loans,1632.45,21786.41,26157.51,6849.99,1,11640.95,0,5,"Gauteng, South Africa"
TX100859,2024-12-30,Eastern Cape,South Africa,CUST20259,Retail,Savings,25231.54,2806.04,22142.85,22722.62,0,0.0,0,1,"Eastern Cape, South Africa"
TX100912,2023-04-21,KwaZulu-Natal,South Africa,CUST20012,Retail,Insurance,45674.57,41016.72,5165.73,49470.3,0,0.0,0,2,"KwaZulu-Natal, South Africa"
TX100855,2023-12-16,North West,South Africa,CUST20255,Sme,Savings,7143.39,18457.1,18953.63,23640.34,0,0.0,0,1,"North West, South Africa"
TX100535,2024-11-06,Free State,South Africa,CUST20235,Sme,Loans,34011.38,14517.5,4323.19,18412.53,0,0.0,0,0,"Free State, South Africa"
TX100055,2023-12-12,Limpopo,South Africa,CUST20055,Sme,Loans,14628.33,44908.59,14124.89,10777.43,0,0.0,0,0,"Limpopo, South Africa"
TX100120,2023-02-17,Western Cape,South Africa,CUST20120,Retail,Loans,28468.41,11502.76,29396.13,29828.57,0,0.0,0,2,"Western Cape, South Africa"
TX100532,2024-02-24,KwaZulu-Natal,South Africa,CUST20232,Retail,Loans,49739.52,55458.06,29995.49,53028.39,0,0.0,0,2,"KwaZulu-Natal, South Africa"
TX100025,2023-10-04,North West,South Africa,CUST20025,Sme,Cards,41918.23,35166.4,29284.97,28061.75,0,0.0,0,1,"North West, South Africa"
TX100072,2024-04-21,KwaZulu-Natal,South Africa,ANONYMOUS,Corporate,Investments,45748.4,43505.68,11040.39,29164.52,0,0.0,0,0,"KwaZulu-Natal, South Africa"
TX100044,2023-05-11,Gauteng,South Africa,CUST20044,Sme,Investments,30381.75,28344.84,7842.95,59588.28,0,0.0,0,0,"Gauteng, South Africa"
TX100876,2024-01-21,Western Cape,South Africa,CUST20276,Corporate,Cards,4301.47,29568.28,15040.53,13702.22,0,0.0,0,1,"Western Cape, South Africa"
TX100398,2023-12-20,KwaZulu-Natal,South Africa,CUST20098,Retail,Cards,25119.38,8642.29,1757.45,28278.34,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100286,2024-09-19,Western Cape,South Africa,CUST20286,Retail,Savings,8821.62,20683.61,8138.82,10291.05,1,4921.86,0,5,"Western Cape, South Africa"
TX100361,2023-06-10,Western Cape,South Africa,CUST20061,Corporate,Savings,43880.78,18722.94,118.76,21681.33,0,0.0,0,1,"Western Cape, South Africa"
TX100319,2023-01-22,KwaZulu-Natal,South Africa,CUST20019,Sme,Loans,21114.29,1814.11,8278.91,47059.79,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100198,2023-04-23,Western Cape,South Africa,CUST20198,Retail,Investments,47068.98,44870.2,19000.39,44040.28,0,0.0,0,1,"Western Cape, South Africa"
TX100847,2024-12-30,Western Cape,South Africa,CUST20247,Retail,Insurance,16615.79,3636.83,8452.42,61861.34,0,0.0,0,0,"Western Cape, South Africa"
TX100786,2024-02-26,Limpopo,South Africa,CUST20186,Sme,Loans,1817.11,13595.36,18709.04,53242.46,1,8027.13,0,1,"Limpopo, South Africa"
TX100363,2023-11-19,Eastern Cape,South Africa,CUST20063,Corporate,Savings,7914.27,41923.45,27534.59,49031.84,0,0.0,0,2,"Eastern Cape, South Africa"
TX100695,2023-12-14,Limpopo,South Africa,CUST20095,Sme,Cards,21341.12,6270.24,13480.26,47515.18,0,0.0,0,4,"Limpopo, South Africa"
TX100760,2024-03-24,KwaZulu-Natal,South Africa,CUST20160,Retail,Cards,3029.98,904.39,26634.51,31069.92,0,0.0,0,2,"KwaZulu-Natal, South Africa"
TX100237,2024-05-25,Gauteng,South Africa,CUST20237,Retail,Cards,1394.9,32866.4,13949.66,56107.76,0,0.0,0,3,"Gauteng, South Africa"
TX100277,2023-04-09,KwaZulu-Natal,South Africa,CUST20277,Retail,Loans,7394.56,18304.3,25384.7,26791.04,1,3051.36,0,3,"KwaZulu-Natal, South Africa"
TX100951,2023-01-06,Eastern Cape,South Africa,CUST20051,Retail,Loans,45259.16,44341.17,18202.79,62174.64,0,0.0,0,2,"Eastern Cape, South Africa"
TX100318,2024-01-10,North West,South Africa,CUST20018,Retail,Loans,5566.61,3700.03,28951.37,9272.83,0,0.0,0,0,"North West, South Africa"
TX100643,2023-02-27,,South Africa,CUST20043,Corporate,Cards,25622.05,34321.7,4992.13,46897.89,0,0.0,0,1,
TX100327,2023-01-27,Limpopo,South Africa,CUST20027,Retail,Insurance,3477.4,29795.56,1580.43,56338.3,0,0.0,0,3,"Limpopo, South Africa"
TX100060,2024-03-30,Gauteng,South Africa,CUST20060,Sme,Investments,49593.11,22896.69,15492.05,62078.86,0,0.0,0,2,"Gauteng, South Africa"
TX100388,2023-02-05,KwaZulu-Natal,South Africa,CUST20088,Corporate,Loans,32598.2,8614.03,5830.97,9484.62,0,0.0,1,3,"KwaZulu-Natal, South Africa"
TX100478,2023-09-11,Western Cape,South Africa,CUST20178,Sme,Cards,42025.89,23948.36,25498.99,51537.78,0,0.0,0,5,"Western Cape, South Africa"
TX100603,2024-06-02,Limpopo,South Africa,CUST20003,Retail,Savings,31084.99,49450.82,13914.98,22874.12,0,0.0,0,3,"Limpopo, South Africa"
TX100450,2024-05-02,KwaZulu-Natal,South Africa,CUST20150,Retail,Insurance,2209.52,34096.07,22069.3,14843.14,0,0.0,0,1,"KwaZulu-Natal, South Africa"
TX100825,2024-12-30,Limpopo,South Africa,CUST20225,Retail,Savings,41547.44,3628.18,8128.3,61439.91,0,0.0,0,3,"Limpopo, South Africa"
TX100377,2023-04-14,KwaZulu-Natal,South Africa,CUST20077,Retail,Savings,18238.45,35169.83,24087.25,10757.89,0,0.0,0,4,"KwaZulu-Natal, South Africa"
TX100946,2024-06-26,Eastern Cape,South Africa,CUST20046,Sme,Savings,8014.91,43086.29,24575.94,54009.88,0,0.0,0,1,"Eastern Cape, South Africa"
TX100636,2023-02-08,North West,South Africa,CUST20036,Retail,Investments,28359.26,25157.3,20194.37,45723.1,1,15946.95,0,0,"North West, South Africa"
TX100697,2023-03-31,Gauteng,South Africa,CUST20097,Sme,Cards,24438.44,8188.82,27597.08,50170.3,0,0.0,0,2,"Gauteng, South Africa"
TX100990,2023-09-18,Gauteng,South Africa,CUST20090,Retail,Cards,43124.3,41373.02,6020.29,1403.69,0,0.0,0,2,"Gauteng, South Africa"
